index,_id,name,latitude,longitude
3,start,Current Location,6.91,79.85
1,652b9d229c8deef2485bf8ea,Independence Square,6.904767900890669,79.86235274076459
2,652b9d229c8deef2485bf8ec,"St. Anthony's Shrine, Kochchikade",6.946733598135862,79.85617107921762
0,652b9d229c8deef2485bf8e9,Gangarama Temple,6.916719818441023,79.85406531012194
